GEOID,NAME,total_popE,total_popM,total_hhsE,total_hhsM,no_vehE,no_vehM,hh_1vehicleE,hh_1vehicleM,hh_2vehicleE,hh_2vehicleM,hh_3vehicleE,hh_3vehicleM,hh_4vehicle_plusE,hh_4vehicle_plusM,inc_lt_10kE,inc_lt_10kM,inc_btw_10k_15kE,inc_btw_10k_15kM,inc_btw_15k_20kE,inc_btw_15k_20kM,inc_btw_20k_25kE,inc_btw_20k_25kM,inc_btw_25k_30kE,inc_btw_25k_30kM,inc_btw_30k_35kE,inc_btw_30k_35kM,inc_btw_35k_40kE,inc_btw_35k_40kM,inc_btw_40k_45kE,inc_btw_40k_45kM,inc_btw_45k_50kE,inc_btw_45k_50kM,inc_btw_50k_60kE,inc_btw_50k_60kM,inc_btw_60k_75kE,inc_btw_60k_75kM,inc_btw_75k_100kE,inc_btw_75k_100kM,inc_btw_100k_125kE,inc_btw_100k_125kM,inc_btw_125k_150kE,inc_btw_125k_150kM,inc_btw_150k_200kE,inc_btw_150k_200kM,inc_gt_200kE,inc_gt_200kM,hh_1personE,hh_1personM,hh_2personE,hh_2personM,hh_3personE,hh_3personM,hh_4person_plusE,hh_4person_plusM,geometry,area,pop_den,pop_den1
12031014338,"Census Tract 143.38, Duval County, Florida",5191,1183,1818,296,23,27,771,152,733,308,251,87,40,28,42,31,50,46,68,58,45,30,91,71,86,67,223,93,52,45,36,43,166,87,174,69,387,221,222,230,75,58,69,57,32,38,477,128,577,230,278,93,486,225,"list(list(c(-81.526004, -81.525696, -81.525303, -81.525268, -81.524685, -81.523179, -81.523084, -81.520555, -81.516604, -81.516563, -81.519258, -81.515293, -81.51515, -81.515317, -81.515497, -81.515221, -81.514723, -81.514674, -81.516097, -81.525906, -81.526004, 30.306708, 30.308715, 30.310916, 30.312869, 30.316642, 30.321316, 30.324413, 30.32465, 30.324608, 30.321292, 30.314706, 30.314745, 30.309841, 30.308251, 30.306783, 30.306231, 30.305308, 30.301662, 30.301506, 30.301164, 30.306708)))",2177043.20882316,0.00238442672105074,2384.426721050742
12031014416,"Census Tract 144.16, Duval County, Florida",5842,1054,1631,215,0,20,428,168,809,187,248,155,146,106,82,87,34,51,19,30,54,67,7,23,56,67,0,20,49,78,46,43,145,118,130,75,198,117,194,113,179,103,233,147,205,112,325,155,525,160,378,146,403,186,"list(list(c(-81.504877, -81.48868, -81.488725, -81.489782, -81.488909, -81.487359, -81.485718, -81.484661, -81.483009, -81.477764, -81.475676, -81.475561, -81.473555, -81.489519, -81.491772, -81.491888, -81.496802, -81.498389, -81.501832, -81.502935, -81.505712, -81.504877, 30.287151, 30.287329, 30.286804, 30.284766, 30.27884, 30.274579, 30.27101, 30.270766, 30.270341, 30.265321, 30.255748, 30.25523, 30.251497, 30.251224, 30.251293, 30.252091, 30.262792, 30.264956, 30.277414, 30.28018, 30.287143, 
30.287151)))",6386330.36303277,0.000914766331822791,914.7663318227914
12031010501,"Census Tract 105.01, Duval County, Florida",4626,1140,1473,238,32,54,547,314,387,210,285,185,222,174,82,89,0,14,0,14,32,57,23,37,22,40,64,100,0,14,0,14,189,165,201,178,354,261,177,157,65,63,200,161,64,101,425,268,559,257,179,127,310,172,"list(list(c(-81.831212, -81.809526, -81.801932, -81.794918, -81.791112, -81.781624, -81.765316, -81.76148, -81.757566, -81.73928, -81.734367, -81.731579, -81.723359, -81.721135, -81.713349, -81.712014, -81.707296, -81.706924, -81.706713, -81.705757, -81.710111, -81.713372, -81.716651, -81.718357, -81.724603, -81.759572, -81.76473, -81.770591, -81.772231, -81.777664, -81.7798, -81.784132, -81.803627, -81.807318, -81.81271, -81.818571, -81.822412, -81.824289, -81.831212, 30.467449, 30.484537, 30.494656, 
30.505406, 30.505533, 30.503336, 30.518652, 30.516681, 30.510757, 30.49377, 30.489223, 30.487853, 30.485906, 30.484824, 30.476549, 30.474903, 30.467536, 30.466139, 30.458977, 30.455132, 30.453447, 30.451991, 30.449692, 30.447958, 30.438381, 30.437768, 30.440233, 30.452688, 30.456221, 30.456092, 30.455326, 30.462829, 30.466365, 30.466276, 30.467381, 30.464602, 30.461606, 30.46063, 30.467449)))",55391098.7879162,8.35152235869563e-05,83.51522358695627
12031015927,"Census Tract 159.27, Duval County, Florida",2254,896,1168,396,25,42,748,383,221,150,174,128,0,14,422,363,79,127,91,153,25,40,88,82,0,14,100,133,59,58,28,48,17,28,62,63,100,79,0,14,0,14,26,43,71,110,384,233,626,434,128,103,30,48,"list(list(c(-81.581653, -81.581492, -81.581614, -81.57229, -81.570639, -81.57045, -81.568537, -81.55922, -81.559246, -81.55909, -81.558921, -81.57107, -81.571827, -81.579669, -81.580387, -81.5824, -81.581653, 30.264253, 30.271619, 30.275342, 30.281547, 30.283159, 30.287571, 30.287393, 30.286602, 30.27795, 30.274159, 30.269699, 30.269491, 30.267338, 30.25906, 30.258315, 30.26033, 30.264253)))",4025039.19019785,0.000559994547503823,559.9945475038229
12031016731,"Census Tract 167.31, Duval County, Florida",5163,710,2434,296,156,109,1439,318,757,205,82,72,0,20,99,95,66,45,105,87,94,81,287,154,325,264,57,58,30,29,48,40,342,142,254,132,214,121,173,122,195,131,55,62,90,109,1050,282,772,238,296,155,316,144,"list(list(c(-81.617191, -81.600236, -81.599986, -81.608214, -81.608085, -81.604279, -81.603997, -81.59977, -81.599439, -81.603401, -81.607583, -81.607962, -81.608442, -81.613657, -81.616583, -81.61714, -81.617191, 30.205699, 30.205929, 30.202093, 30.201916, 30.198309, 30.198522, 30.19522, 30.194999, 30.185326, 30.184192, 30.183592, 30.184596, 30.190725, 30.197576, 30.201572, 30.203834, 30.205699)))",2369458.63441227,0.00217897874434961,2178.9787443496107
12109021207,"Census Tract 212.07, St. Johns County, Florida",3559,512,1276,140,12,20,417,173,577,162,213,124,57,70,67,61,0,14,12,20,0,14,20,24,56,51,25,32,66,73,0,14,157,110,68,64,329,144,130,69,110,97,131,87,105,90,180,105,642,147,249,111,205,72,"list(list(c(-81.379261, -81.361037, -81.358082, -81.355162, -81.354262, -81.353591, -81.350932, -81.349287, -81.347915, -81.34663, -81.345278, -81.345448, -81.343046, -81.342309, -81.340377, -81.341623, -81.339683, -81.33792, -81.337849, -81.335899, -81.336236, -81.333396, -81.330093, -81.329751, -81.328687, -81.328457, -81.320572, -81.326199, -81.327453, -81.346671, -81.367437, -81.371729, -81.379261, 29.825491, 29.847442, 29.845645, 29.840551, 29.8362, 29.834608, 29.832002, 29.828229, 29.826982, 
29.822327, 29.822385, 29.821065, 29.82082, 29.819328, 29.817496, 29.819143, 29.817068, 29.818311, 29.81711, 29.817394, 29.818176, 29.818462, 29.819456, 29.814791, 29.800255, 29.7982, 29.756333, 29.756171, 29.755847, 29.747936, 29.799663, 29.810144, 29.825491)))",31693061.7462145,0.000112295871837788,112.29587183778771
12031014341,"Census Tract 143.41, Duval County, Florida",3101,512,1529,218,15,23,651,206,599,178,230,174,34,56,8,16,32,59,28,31,55,62,7,12,18,30,32,48,0,14,104,98,237,138,253,115,197,149,64,62,127,115,226,171,141,98,617,195,566,186,227,119,119,69,"list(list(c(-81.449706, -81.438526, -81.438014, -81.430007, -81.426107, -81.424615, -81.423815, -81.421153, -81.433961, -81.437685, -81.437832, -81.438204, -81.438991, -81.443474, -81.443977, -81.446323, -81.450496, -81.449706, 30.320952, 30.323343, 30.321854, 30.31524, 30.313841, 30.306987, 30.296559, 30.288172, 30.287929, 30.28793, 30.295498, 30.298835, 30.299798, 30.302389, 30.303264, 30.309552, 30.320896, 30.320952)))",6328460.09371061,0.00049000862043546,490.0086204354604
12031014001,"Census Tract 140.01, Duval County, Florida",4402,408,2014,212,50,65,736,195,968,218,201,96,59,58,116,89,10,17,48,60,82,71,51,63,82,76,48,61,100,99,104,81,84,80,169,80,272,138,225,141,186,108,128,73,309,110,675,232,802,185,294,140,243,114,"list(list(c(-81.409103, -81.406933, -81.399445, -81.3933403308386, -81.3920262238423, -81.391158226209, -81.395679, -81.39771, -81.403342, -81.403979, -81.406618, -81.407758, -81.409103, 30.324477, 30.324539, 30.324622, 30.3246350387093, 30.3144262663995, 30.3076831395243, 30.307638, 30.307603, 30.307531, 30.307564, 30.307557, 30.314982, 30.324477)))",2835946.18147862,0.00155221563397401,1552.215633974007
12031016803,"Census Tract 168.03, Duval County, Florida",6994,636,2761,274,29,34,792,278,1138,232,642,171,160,97,30,35,96,92,24,29,51,52,106,117,58,69,172,223,74,58,125,92,122,72,212,84,468,132,352,135,254,121,268,116,349,119,483,156,1202,294,666,179,410,137,"list(list(c(-81.63268, -81.629494, -81.62552, -81.615373, -81.613718, -81.611405, -81.604531, -81.600731, -81.59957, -81.599274, -81.597455, -81.599136, -81.598637, -81.596062, -81.595802, -81.595513, -81.595654, -81.596215, -81.596431, -81.597839, -81.599642, -81.601212, -81.601682, -81.612312, -81.613199, -81.623688, -81.629184, -81.631334, -81.632146, -81.632548, -81.632604, -81.632611, -81.63268, 30.16085, 30.160893, 30.160398, 30.158916, 30.158672, 30.158927, 30.159594, 30.160495, 30.160418, 
30.159994, 30.15884, 30.157089, 30.154585, 30.149543, 30.149038, 30.139462, 30.136836, 30.135792, 30.134446, 30.134082, 30.131606, 30.130541, 30.130643, 30.132941, 30.132994, 30.133633, 30.131511, 30.133882, 30.134977, 30.136302, 30.144169, 30.147063, 30.16085)))",10432783.6839923,0.000670386755045189,670.3867550451887
12031012601,"Census Tract 126.01, Duval County, Florida",3583,745,1583,263,154,94,1048,301,238,106,136,97,7,12,244,104,140,82,103,81,25,29,219,195,106,82,58,55,50,44,120,78,209,136,115,67,118,79,18,21,45,70,13,17,0,14,773,245,303,117,243,125,264,140,"list(list(c(-81.771887, -81.770914, -81.767301, -81.75671, -81.755334, -81.752721, -81.746816, -81.74599, -81.747595, -81.75144, -81.753634, -81.755306, -81.759034, -81.760911, -81.76791, -81.771591, -81.77161, -81.771887, 30.284417, 30.297624, 30.299401, 30.304119, 30.298779, 30.295135, 30.293187, 30.292361, 30.292489, 30.290914, 30.288562, 30.288158, 30.288398, 30.286828, 30.284925, 30.284883, 30.28442, 30.284417)))",2880973.54975162,0.00124367681206546,1243.6768120654565
12031012400,"Census Tract 124, Duval County, Florida",2795,518,1232,183,144,95,481,106,417,113,176,134,14,17,84,73,58,51,60,46,94,82,14,24,65,56,31,26,99,78,30,32,52,42,196,90,127,83,120,121,68,60,83,51,51,71,431,133,440,182,209,114,152,85,"list(list(c(-81.740989, -81.738147, -81.730344, -81.725965, -81.720557, -81.720327, -81.718977, -81.71714, -81.722819, -81.724058, -81.727468, -81.730784, -81.73321, -81.741333, -81.740989, 30.282085, 30.282095, 30.282128, 30.282163, 30.282187, 30.277367, 30.275302, 30.273675, 30.264739, 30.265321, 30.266536, 30.268933, 30.273333, 30.277969, 30.282085)))",2707090.34285606,0.00103247385421618,1032.4738542161797
12031002600,"Census Tract 26, Duval County, Florida",3707,687,1449,288,354,168,681,168,356,217,51,49,7,12,364,218,118,77,152,87,90,77,42,41,62,59,78,73,89,69,53,48,137,93,77,61,150,89,7,11,0,14,30,37,0,14,669,256,393,108,144,84,243,92,"list(list(c(-81.715704, -81.709658, -81.705513, -81.705548, -81.698011, -81.697404, -81.685573, -81.683158, -81.676593, -81.676051, -81.675946, -81.676634, -81.676396, -81.678999, -81.680367, -81.681697, -81.683069, -81.685298, -81.691032, -81.692069, -81.695733, -81.697002, -81.700074, -81.705444, -81.709632, -81.713812, -81.715663, -81.715671, -81.715704, 30.327141, 30.327222, 30.327294, 30.331701, 30.332941, 30.333038, 30.335031, 30.335439, 30.336531, 30.336416, 30.331801, 30.329408, 30.329068, 
30.326746, 30.323144, 30.321579, 30.320964, 30.320734, 30.320579, 30.32061, 30.321585, 30.321593, 30.320938, 30.320834, 30.320791, 30.320753, 30.320736, 30.326501, 30.327141)))",4536889.28964972,0.000817079669203523,817.0796692035228
12031015922,"Census Tract 159.22, Duval County, Florida",3620,516,1995,270,91,56,1309,283,446,123,129,98,20,21,119,61,106,69,31,25,147,112,71,57,192,110,162,94,162,95,280,218,106,53,194,96,235,95,37,41,48,40,99,60,6,9,1129,285,605,191,157,72,104,48,"list(list(c(-81.564259, -81.558959, -81.558562, -81.551925, -81.551928, -81.551918, -81.551847, -81.55183, -81.5518, -81.551744, -81.551993, -81.558127, -81.557965, -81.556182, -81.556126, -81.55712, -81.571079, -81.564259, 30.220924, 30.220624, 30.220906, 30.220788, 30.218533, 30.217842, 30.209916, 30.207854, 30.202115, 30.190558, 30.178628, 30.184727, 30.184657, 30.194771, 30.19668, 30.199489, 30.220901, 30.220924)))",3792232.97602473,0.000954582701771324,954.5827017713244
12031014103,"Census Tract 141.03, Duval County, Florida",2471,412,1306,168,46,72,743,207,386,147,108,58,23,37,53,79,44,71,0,14,10,17,9,15,83,77,36,42,83,87,20,32,142,81,74,62,259,127,211,146,114,67,32,38,136,116,674,197,436,166,122,94,74,38,"list(list(c(-81.403342, -81.39771, -81.395679, -81.393828, -81.39364, -81.391789, -81.39863, -81.399746, -81.401378, -81.402385, -81.402127, -81.403342, 30.307531, 30.307603, 30.307638, 30.298391, 30.29744, 30.288307, 30.288246, 30.288234, 30.296275, 30.301588, 30.302393, 30.307531)))",1616870.8311528,0.00152826060832468,1528.2606083246776
12031002802,"Census Tract 28.02, Duval County, Florida",5187,1091,2189,290,612,171,951,258,480,217,136,81,10,15,361,160,186,103,168,80,254,130,331,219,119,92,6,12,96,61,18,22,241,237,158,89,140,89,71,69,29,32,11,18,0,20,1032,302,503,170,255,129,399,251,"list(list(c(-81.701411, -81.697121, -81.697118, -81.695645, -81.689783, -81.688551, -81.68217, -81.675533, -81.676051, -81.676593, -81.683158, -81.685573, -81.689315, -81.693603, -81.701403, -81.701378, -81.701413, -81.701411, 30.356866, 30.356891, 30.348623, 30.348617, 30.346326, 30.345859, 30.343377, 30.340764, 30.336416, 30.336531, 30.335439, 30.335031, 30.337303, 30.340399, 30.346717, 30.348637, 30.356012, 30.356866)))",2254175.77352921,0.00230106279240109,2301.0627924010873
12019030305,"Census Tract 303.05, Clay County, Florida",5500,966,2424,349,95,98,1388,391,778,192,163,115,0,20,56,92,143,140,109,92,23,39,419,247,106,100,165,140,181,252,172,157,54,67,354,182,367,176,166,122,0,20,109,112,0,20,791,255,953,312,301,209,379,214,"list(list(c(-81.768955, -81.765655, -81.760125, -81.747859, -81.747846, -81.73945, -81.73951, -81.73977, -81.74029, -81.74139, -81.74333, -81.74415, -81.74552, -81.74663, -81.74747, -81.74772, -81.74885, -81.751613, -81.751687, -81.768844, -81.768955, 30.181937, 30.18203, 30.184206, 30.188342, 30.187124, 30.18686, 30.18268, 30.18102, 30.17988, 30.17876, 30.17703, 30.17613, 30.17424, 30.17214, 30.1694, 30.16636, 30.166939, 30.16627, 30.174858, 30.174478, 30.181937)))",3583105.45122069,0.00153498133808098,1534.9813380809815
12031001600,"Census Tract 16, Duval County, Florida",1592,319,712,194,310,179,299,67,62,52,41,40,0,14,146,76,215,187,134,59,53,52,33,27,12,15,0,14,40,31,10,17,23,20,46,38,0,14,0,14,0,14,0,14,0,14,366,173,121,65,134,58,91,40,"list(list(c(-81.675729, -81.671577, -81.669214, -81.668482, -81.667137, -81.665557, -81.660954, -81.661253, -81.662218, -81.661935, -81.662993, -81.668224, -81.669134, -81.672289, -81.673737, -81.672741, -81.675624, -81.675645, -81.675729, 30.34819, 30.34822, 30.34732, 30.34955, 30.350234, 30.350719, 30.349977, 30.346301, 30.343939, 30.341946, 30.340254, 30.34029, 30.337262, 30.339443, 30.340035, 30.34413, 30.344123, 30.344918, 30.34819)))",1313044.76977978,0.00121244913855223,1212.4491385522301
12031016811,"Census Tract 168.11, Duval County, Florida",5742,1137,2255,375,10,36,334,175,1541,386,309,177,61,98,107,114,0,20,0,20,0,20,52,96,31,56,0,20,74,85,58,92,170,146,292,216,487,230,275,209,193,198,354,326,162,182,241,163,1348,369,302,251,364,204,"list(list(c(-81.599136, -81.597455, -81.592143, -81.587841, -81.585968, -81.578082, -81.574383, -81.560531, -81.560259, -81.566265, -81.569015, -81.573865, -81.575907, -81.58006, -81.584364, -81.583475, -81.584498, -81.592398, -81.594715, -81.596431, -81.596215, -81.595654, -81.595513, -81.595802, -81.596062, -81.598637, -81.599136, 30.157089, 30.15884, 30.155848, 30.153861, 30.152987, 30.149355, 30.148399, 30.144923, 30.139516, 30.139249, 30.138205, 30.138013, 30.137927, 30.136226, 30.13663, 30.132138, 
30.132647, 30.133281, 30.132496, 30.134446, 30.135792, 30.136836, 30.139462, 30.149038, 30.149543, 30.154585, 30.157089)))",5482123.86070467,0.001047404280877,1047.4042808769973
12031002300,"Census Tract 23, Duval County, Florida",1823,220,918,131,44,38,427,140,347,59,100,48,0,14,35,27,14,19,48,30,17,21,60,38,14,12,69,40,19,15,17,15,55,30,141,126,77,36,85,33,47,28,71,44,149,51,443,136,273,60,67,30,135,51,"list(list(c(-81.720668, -81.720037, -81.719119, -81.716254, -81.713394, -81.711989, -81.7092, -81.706652, -81.700034, -81.716754, -81.71714, -81.718977, -81.720327, -81.720557, -81.720672, -81.720668, 30.293291, 30.293152, 30.291039, 30.290152, 30.290068, 30.289869, 30.287135, 30.286804, 30.284737, 30.273895, 30.273675, 30.275302, 30.277367, 30.282187, 30.292034, 30.293291)))",2139210.52492347,0.000852183540965525,852.1835409655248
12109020400,"Census Tract 204, St. Johns County, Florida",3429,994,897,188,143,121,375,115,192,69,180,151,7,13,37,34,10,16,0,14,35,33,103,123,37,36,65,66,0,14,24,30,50,45,71,47,72,51,138,151,79,66,70,52,106,58,390,174,289,108,64,43,154,147,"list(list(c(-81.322948, -81.320256, -81.319317, -81.316712, -81.316565, -81.314834, -81.313933, -81.310114, -81.308819, -81.305049, -81.303932, -81.302295, -81.302462, -81.304442, -81.305037, -81.306907, -81.311686, -81.31549, -81.316259, -81.316301, -81.314999, -81.319693, -81.323646, -81.323524, -81.319992, -81.322403, -81.322436, -81.322645, -81.325996, -81.322948, 29.902148, 29.902512, 29.899041, 29.899253, 29.897961, 29.898044, 29.892178, 29.88305, 29.881573, 29.879205, 29.877593, 29.87739, 
29.875246, 29.871622, 29.86942, 29.86864, 29.870995, 29.871391, 29.87252, 29.874457, 29.87928, 29.880313, 29.882023, 29.884239, 29.887631, 29.889954, 29.891169, 29.892446, 29.899304, 29.902148)))",3561610.7847644,0.000962766626456862,962.7666264568616
12031016605,"Census Tract 166.05, Duval County, Florida",2184,360,870,95,17,29,378,125,360,136,115,83,0,14,14,19,0,14,0,14,8,15,50,70,66,58,41,39,81,81,76,79,20,34,150,102,100,90,110,85,66,73,0,14,88,67,229,114,305,116,237,121,99,62,"list(list(c(-81.620394, -81.618387, -81.612228, -81.60706, -81.605436, -81.603712, -81.596456, -81.593691, -81.585302, -81.582599, -81.5808, -81.573222, -81.571443, -81.589138, -81.592859, -81.593104, -81.594858, -81.596906, -81.597936, -81.598564, -81.603457, -81.604758, -81.605492, -81.607033, -81.607955, -81.609068, -81.612966, -81.615779, -81.617882, -81.61993, -81.622215, -81.620394, 30.264938, 30.266205, 30.269334, 30.262014, 30.259935, 30.258103, 30.251162, 30.248423, 30.240505, 30.237468, 
30.235182, 30.223611, 30.220899, 30.220709, 30.220655, 30.223787, 30.226354, 30.229291, 30.231418, 30.231832, 30.233066, 30.233479, 30.234375, 30.238005, 30.239704, 30.243453, 30.249043, 30.252985, 30.257639, 30.260561, 30.263789, 30.264938)))",9346101.10950369,0.000233680330911376,233.68033091137602
12031001000,"Census Tract 10, Duval County, Florida",4182,1365,841,110,446,87,323,88,72,68,0,14,0,14,233,76,252,93,170,40,39,28,5,7,6,9,33,43,26,26,23,26,5,7,26,26,5,9,6,10,12,14,0,14,0,14,581,107,239,74,14,16,7,10,"list(list(c(-81.659569, -81.657219, -81.653386, -81.64569, -81.645255, -81.645762, -81.64585, -81.646972, -81.647695, -81.64613, -81.652832, -81.651502, -81.655456, -81.65503, -81.66127, -81.659569, 30.339256, 30.336638, 30.336334, 30.335739, 30.335865, 30.334373, 30.332762, 30.329324, 30.326061, 30.323581, 30.325118, 30.32961, 30.330474, 30.331986, 30.333317, 30.339256)))",1181933.83304128,0.00353826913410131,3538.2691341013096
12109020707,"Census Tract 207.07, St. Johns County, Florida",4333,554,2058,273,34,38,1117,245,694,166,153,81,60,61,71,51,91,108,57,58,27,32,41,50,32,36,84,49,216,129,35,38,166,90,363,169,307,111,142,95,144,100,84,59,198,83,927,219,751,179,130,73,250,87,"list(list(c(-81.406922, -81.402956, -81.400379, -81.40061, -81.388411, -81.387833, -81.387634, -81.385845, -81.385467, -81.391024, -81.393736, -81.395862, -81.397241, -81.39781, -81.398993, -81.401997, -81.402776, -81.401892, -81.4006, -81.397413, -81.396108, -81.398456, -81.401358, -81.402343, -81.405502, -81.40703, -81.406922, 30.249357, 30.249444, 30.252187, 30.252717, 30.252841, 30.248435, 30.242317, 30.234798, 30.227413, 30.227287, 30.22723, 30.226815, 30.225, 30.221297, 30.219626, 30.217914, 
30.219077, 30.223489, 30.226137, 30.228335, 30.231413, 30.234913, 30.240024, 30.240897, 30.24213, 30.244442, 30.249357)))",4357540.83438527,0.000994368191758155,994.3681917581547
12109021404,"Census Tract 214.04, St. Johns County, Florida",3000,372,1301,166,9,14,394,147,580,124,165,62,153,74,54,49,19,20,55,56,19,31,64,70,34,25,54,40,52,38,4,9,113,80,81,47,153,61,173,73,120,56,194,75,112,63,257,109,716,130,231,67,97,55,"list(list(c(-81.284513, -81.283736, -81.280749, -81.277575, -81.277936, -81.27597, -81.276149, -81.275651, -81.27537, -81.268667, -81.267886, -81.264124, -81.2624, -81.260641, -81.25733, -81.255705, -81.254715, -81.254328, -81.257569, -81.25792, -81.26068, -81.26615, -81.270988, -81.275492, -81.275681, -81.273572, -81.273492, -81.275295, -81.277782, -81.279903, -81.282744, -81.285249, -81.284513, 29.80952, 29.812632, 29.817202, 29.816223, 29.814459, 29.814302, 29.814224, 29.813896, 29.815537, 29.815669, 
29.813132, 29.799144, 29.795178, 29.789997, 29.77996, 29.773536, 29.771414, 29.770728, 29.769138, 29.768812, 29.771714, 29.7757, 29.779717, 29.78447, 29.786187, 29.794045, 29.795264, 29.799672, 29.804335, 29.806515, 29.807892, 29.808314, 29.80952)))",6330338.34432186,0.000473908318453613,473.90831845361294
12031014333,"Census Tract 143.33, Duval County, Florida",3438,477,1540,252,23,27,666,245,611,123,170,112,70,51,43,36,0,14,83,77,135,170,7,14,46,51,109,67,187,160,8,14,115,81,151,95,195,94,160,92,121,110,96,61,84,56,637,261,449,115,247,127,207,62,"list(list(c(-81.516756, -81.515528, -81.515442, -81.513543, -81.511268, -81.510388, -81.508541, -81.502613, -81.502984, -81.502894, -81.502809, -81.507211, -81.52023, -81.516756, 30.359073, 30.361502, 30.36794, 30.372176, 30.376631, 30.378084, 30.379141, 30.379373, 30.376061, 30.370387, 30.360274, 30.360175, 30.356099, 30.359073)))",2412487.60999188,0.00142508503909439,1425.085039094387
12031015100,"Census Tract 151, Duval County, Florida",4659,867,1649,228,147,89,739,176,480,224,180,92,103,93,65,51,36,37,134,71,115,62,114,89,120,76,122,86,75,56,39,31,208,206,240,108,232,119,62,52,54,43,33,42,0,14,518,106,455,152,207,105,469,207,"list(list(c(-81.589504, -81.577566, -81.577459, -81.578875, -81.581498, -81.582182, -81.580694, -81.580982, -81.581966, -81.586056, -81.589058, -81.589078, -81.589171, -81.589337, -81.589354, -81.589504, 30.351852, 30.352039, 30.346346, 30.346263, 30.344662, 30.344244, 30.338145, 30.334856, 30.32763, 30.327576, 30.327536, 30.333108, 30.338839, 30.344016, 30.34484, 30.351852)))",2299856.30384454,0.00202577873765931,2025.7787376593144
12031015803,"Census Tract 158.03, Duval County, Florida",3600,480,1389,147,79,90,663,181,348,140,152,153,147,74,163,125,0,14,71,83,6,10,15,30,77,81,44,69,188,127,106,139,89,69,161,96,249,108,78,70,36,50,23,29,83,77,561,168,359,177,231,138,238,71,"list(list(c(-81.591978, -81.587492, -81.579058, -81.578683, -81.577552, -81.577398, -81.57498, -81.57278, -81.568749, -81.566902, -81.566434, -81.569727, -81.571215, -81.571192, -81.570175, -81.586389, -81.59027, -81.591158, -81.591978, 30.312652, 30.312914, 30.313419, 30.308942, 30.305596, 30.30504, 30.306122, 30.305495, 30.298309, 30.294111, 30.292674, 30.291726, 30.295037, 30.295677, 30.298656, 30.303042, 30.303742, 30.304557, 30.312652)))",2136338.64542839,0.0016851260953893,1685.126095389296
12031010202,"Census Tract 102.02, Duval County, Florida",3532,459,1417,221,53,50,480,121,531,150,320,243,33,31,69,56,61,57,16,23,79,55,45,50,86,70,55,56,68,46,26,28,57,43,88,61,316,207,237,84,61,46,84,61,69,58,352,113,563,238,167,77,335,74,"list(list(c(-81.650651, -81.649366, -81.648801, -81.647087, -81.644872, -81.642475, -81.639264, -81.636769, -81.629718, -81.613008, -81.606229, -81.605244, -81.60092, -81.59878, -81.602272, -81.601298, -81.601224, -81.601224, -81.613116, -81.623817, -81.626417, -81.637606, -81.643051, -81.647967, -81.648669, -81.650668, -81.650651, 30.412474, 30.41572, 30.418351, 30.423922, 30.430103, 30.43759, 30.447367, 30.448195, 30.446938, 30.443737, 30.442429, 30.44113, 30.421325, 30.418881, 30.416461, 30.415593, 
30.412473, 30.402853, 30.402938, 30.392038, 30.386939, 30.390703, 30.394841, 30.394443, 30.396585, 30.411508, 30.412474)))",23704803.5268251,0.000148999336611379,148.99933661137854
12031010204,"Census Tract 102.04, Duval County, Florida",3809,597,1350,143,25,31,345,159,580,192,358,180,42,61,18,37,33,42,32,38,89,99,26,31,53,68,47,58,120,117,85,93,103,90,128,93,355,184,129,84,68,73,52,58,12,22,284,166,358,140,386,180,322,171,"list(list(c(-81.634576, -81.629966, -81.625476, -81.604369, -81.603277, -81.602226, -81.600488, -81.601482, -81.602251, -81.607198, -81.608994, -81.613141, -81.614657, -81.617851, -81.627738, -81.630994, -81.634576, 30.461549, 30.475526, 30.488893, 30.483653, 30.483755, 30.4839, 30.472383, 30.470765, 30.47141, 30.473156, 30.472559, 30.469724, 30.469013, 30.4681, 30.466185, 30.462974, 30.461549)))",5224977.60325086,0.000728998340132621,728.9983401326213
12031014205,"Census Tract 142.05, Duval County, Florida",2938,554,1443,202,302,115,506,215,458,167,66,42,111,70,172,137,142,79,20,26,24,30,49,46,26,33,67,94,92,108,0,14,149,150,18,32,178,102,155,115,13,25,211,104,127,102,596,207,587,220,191,92,69,47,"list(list(c(-81.39863, -81.391789, -81.390594, -81.3877881779033, -81.3869001519191, -81.3857163111594, -81.389868, -81.396495, -81.397638, -81.39863, 30.288246, 30.288307, 30.288326, 30.2886927209001, 30.2847149342474, 30.2794120871946, 30.278845, 30.277825, 30.283386, 30.288246)))",1141439.32730615,0.00257394320461501,2573.9432046150127
12031013402,"Census Tract 134.02, Duval County, Florida",5692,782,2067,259,144,104,863,184,736,218,297,113,27,27,251,130,47,40,121,65,76,46,75,60,184,113,169,85,183,80,79,59,171,96,182,95,271,148,84,55,88,75,71,58,15,19,668,218,584,181,334,111,481,123,"list(list(c(-81.743063, -81.737552, -81.733295, -81.733029, -81.730655, -81.722236, -81.713793, -81.713594, -81.709925, -81.709218, -81.709218, -81.710326, -81.72226, -81.730723, -81.739328, -81.742843, -81.743063, 30.248419, 30.248389, 30.247359, 30.247341, 30.24737, 30.247433, 30.247445, 30.247432, 30.247479, 30.238639, 30.233739, 30.233912, 30.233805, 30.233804, 30.233818, 30.24448, 30.248419)))",4724370.89322652,0.00120481649909426,1204.8164990942607
